name,cloneof,description,year,manufacturer
pang3b4,pang3,"Pang! 3 (bootleg set 4, 950511 Euro)",1995,Mitchell
pang3b5,pang3,"Pang! 3 (bootleg set 5, 950601 Euro)",1995,Mitchell
pang3j,pang3,Pang! 3: Kaitou Tachi no Karei na Gogo (950511 Japan),1995,Mitchell
panicbom,,Panic Bomber,1994,Eighting / Hudson
panicstr,,Panic Street (Japan),1999,Kaneko
paprazzi,,Paparazzi,1996,Yun Sung
pturn,,Parallel Turn,1984,Jaleco
parodiusa,parodius,Parodius DA! (Asia),1990,Konami
parodiusj,parodius,Parodius DA! (Japan),1990,Konami
parodius,,"Parodius DA! (World, set 1)",1990,Konami
parodiuse,parodius,"Parodius DA! (World, set 2)",1990,Konami
prtytime,,Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release),1995,Mitchell
pasha2,,Pasha Pasha 2,1998,Dong Sung
ppchamp,gotcha,Pasha Pasha Champ Mini Game Festival,1997,Dongsung
passshtjd,passsht,"Passing Shot (Japan, 4 Players, FD1094 317-0070 decrypted)",1988,Sega
passshtj,passsht,"Passing Shot (Japan, 4 Players, FD1094 317-0070)",1988,Sega
passsht16a,passsht,"Passing Shot (Japan, 4 Players, System 16A, FD1094 317-0071)",1988,Sega
passshtd,passsht,"Passing Shot (World, 2 Players, FD1094 317-0080 decrypted)",1988,Sega
passsht,,"Passing Shot (World, 2 Players, FD1094 317-0080)",1988,Sega
passshtad,passsht,"Passing Shot (World, 4 Players, FD1094 317-0074 decrypted)",1988,Sega
passshta,passsht,"Passing Shot (World, 4 Players, FD1094 317-0074)",1988,Sega
pass,,Pass,1992,Oksan
pastelis,,"Pastel Island (Japan, prototype)",1993,Visco
patapata,,Pata Pata Panic,1993,Atlus
peekaboo,,"Peek-a-Boo! (Japan, ver. 1.1)",1993,Jaleco
peekaboou,peekaboo,"Peek-a-Boo! (North America, ver 1.0)",1993,Jaleco
penfan,,Penfan Girls - Step1. Mild Mind (set 1),1999,Eolith
penfana,penfan,Penfan Girls - Step1. Mild Mind (set 2),1999,Eolith
pengob,pengo,Pengo (bootleg),1982,Bootleg
pengo,,"Pengo (set 1 rev C, encrypted)",1982,Sega
pengo2,pengo,"Pengo (set 2, encrypted)",1982,Sega
pengo2u,pengo,"Pengo (set 2, rev A, not encrypted)",1982,Sega
pengo3u,pengo,"Pengo (set 3, not encrypted)",1982,Sega
pengo4,pengo,"Pengo (set 4, encrypted)",1982,Sega
pengo5,pengo,"Pengo (set 5, encrypted)",1982,Sega
pengo6,pengo,"Pengo (set 6, encrypted)",1982,Sega
pengadvb,,Penguin Adventure (bootleg of MSX version),1988,bootleg (Screen) / Konami
penbros,,Penguin Brothers (Japan),2000,Subsino
pkunwarj,pkunwar,Penguin-Kun Wars (Japan),1985,UPL
pkunwar,,Penguin-Kun Wars (US),1985,UPL
penta,pengo,Penta,1982,Bootleg
pbillrdsa,pbillrd,"Perfect Billiard (MC-8123, 317-5008)",1987,Nihon System
pbillrd,,Perfect Billiard,1987,Nihon System
psoldier,ssoldier,Perfect Soldiers (Japan),1993,Irem
perfrman,,Performan (Japan),1985,Toaplan / Data East Corporation
perfrmanu,perfrman,Performan (US),1985,Toaplan / Data East USA
pestplce,mario,Pest Place,1983,bootleg
ppan,hook,Peter Pan (bootleg of Hook),1992,bootleg
cppicf,,Peter Pepper's Ice Cream Factory (DECO Cassette) (US) (set 1),1984,Data East Corporation
cppicf2,cppicf,Peter Pepper's Ice Cream Factory (DECO Cassette) (US) (set 2),1984,Data East Corporation
pettanp,banbam,Pettan Pyuu (Japan),1984,Sun Electronics
phantasm,avspirit,Phantasm (Japan),1990,Jaleco
pheliosj,phelios,Phelios (Japan),1988,Namco
phelios,,Phelios,1988,Namco
phoenix,,Phoenix (Amstar),1980,Amstar
phoenix2,phoenix,"Phoenix (Amstar, set 2)",1980,Amstar
phoenixass,phoenix,"Phoenix (Assa, Spanish bootleg)",1981,bootleg (Assa)
phoenixa,phoenix,"Phoenix (Centuri, set 1)",1980,Amstar (Centuri license)
phoenixb,phoenix,"Phoenix (Centuri, set 2)",1980,Amstar (Centuri license)
phoenixdal,phoenix,Phoenix (D&amp;L bootleg),1980,bootleg (D&amp;L)
phoenixgu,phoenix,Phoenix (G. Universal Video bootleg),1981,bootleg? (G. Universal Video)
phoenixc2,phoenix,"Phoenix (G.G.I. Corporation, set 1)",1981,bootleg (G.G.I. Corporation)
phoenixc3,phoenix,"Phoenix (G.G.I. Corporation, set 2)",1981,bootleg (G.G.I. Corporation)
phoenixc4,phoenix,"Phoenix (G.G.I. Corporation, set 3)",1981,bootleg (G.G.I. Corporation)
phoenixha,phoenix,Phoenix (Hellomat Automaten bootleg),1981,bootleg (Hellomat Automaten)
phoenixi,phoenix,Phoenix (IDI bootleg),1981,bootleg (IDI)
phoenixc,phoenix,Phoenix (Irecsa / G.G.I. Corporation),1981,bootleg? (Irecsa / G.G.I. Corporation)
phoenixs,phoenix,"Phoenix (Sonic, Spanish bootleg)",1981,bootleg (Sonic)
phoenix3,phoenix,Phoenix (T.P.N. bootleg),1980,bootleg (T.P.N.)
phoenixj,phoenix,Phoenix (Taito Japan),1980,Amstar (Taito Japan license)
phoenixt,phoenix,Phoenix (Taito),1980,Amstar (Taito license)
phoenxp2,phoenix,Phoenix Part 2,1981,bootleg
photof,wwjgtin,Photo Finish (bootleg?),1991,Jaleco / Casio
photoy2k102j,photoy2k,"Photo Y2K / Real and Fake (V102, Japan)",1999,IGS
photoy2k103j,photoy2k,"Photo Y2K / Real and Fake (V103, Japan)",1999,IGS
photoy2k104,photoy2k,Photo Y2K / Real and Fake (V104),1999,IGS
photoy2k,,"Photo Y2K / Real and Fake (V105, China)",1999,IGS
pgm3in1c100,pgm3in1,"Photo Y2K 2 (3-in-1, V100, China)",2001,IGS
pgm3in1,,"Photo Y2K 2 (3-in-1, V102, China)",2001,IGS
py2k2100,py2k2,"Photo Y2K 2 (V100, japan)",2001,"IGS Alta Co., Ltd."
py2k2,,"Photo Y2K 2 (VM101XX, China)",2001,IGS
phozon,,Phozon (Japan),1983,Namco
phozons,phozon,Phozon (Sidam),1983,Namco (Sidam license)
pickin,,Pickin',1983,Valadon Automation
pbaction,,Pinball Action (set 1),1985,Tehkan
pbaction2,pbaction,"Pinball Action (set 2, encrypted)",1985,Tehkan
pbaction3,pbaction,"Pinball Action (set 3, encrypted)",1985,Tehkan
pbaction4,pbaction,"Pinball Action (set 4, encrypted)",1985,Tehkan
pbactiont,pbaction,Pinball Action (Tecfri License),1985,Tehkan
pinbo,,Pinbo (set 1),1984,Jaleco
ppmast93,,Ping Pong Masters '93,1993,Electronic Devices S.R.L.
pinkswtsb,pinkswts,Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER.),2006,Cave (AMI license)
pinkswtsa,pinkswts,Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER...),2006,Cave (AMI license)
pinkswts,,Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER....),2006,Cave (AMI license)
pinkswtsx,pinkswts,Pink Sweets: Ibara Sorekara (2006/xx/xx MASTER VER.),2006,Cave (AMI license)
pinkswtssc,pinkswts,"Pink Sweets: Suicide Club (2017/10/31 SUICIDECLUB VER., bootleg)",2017,bootleg (Four Horsemen)
pballoonr,pballoon,Pioneer Balloon (Rock-Ola license),1982,SNK (Rock-Ola license)
pballoon,,Pioneer Balloon,1982,SNK
pipedrmj,pipedrm,Pipe Dream (Japan),1990,Video System Co.
pipedrmt,pipedrm,Pipe Dream (Taiwan),1990,Video System Co.
pipedrmu,pipedrm,Pipe Dream (US),1990,Video System Co.
pipedrm,,Pipe Dream (World),1990,Video System Co.
pipibibsp,pipibibs,Pipi &amp; Bibis / Whoopee!! (prototype),1991,Toaplan
whoopee,pipibibs,Pipi &amp; Bibis / Whoopee!! (Teki Paki hardware),1991,Toaplan
pipibibs,,"Pipi &amp; Bibis / Whoopee!! (Z80 sound cpu, set 1)",1991,Toaplan
pipibibsa,pipibibs,"Pipi &amp; Bibis / Whoopee!! (Z80 sound cpu, set 2)",1991,Toaplan
piranhah,puckman,Piranha (hack),1981,hack
piranhao,puckman,Piranha (older),1981,GL (US Billiards License)
piranha,puckman,Piranha,1981,GL (US Billiards License)
piratpet,junglek,Pirate Pete,1982,Taito America Corporation
higemaru,,Pirate Ship Higemaru,1984,Capcom
pirates,,Pirates (set 1),1994,NIX
piratesb,pirates,Pirates (set 2),1995,NIX
piscesb,pisces,Pisces (bootleg),1982,bootleg
pisces,,Pisces,1982,Subelectro
pistoldm,,Pistol Daimyo no Bouken (Japan),1990,Namco
pitnrun,,Pit &amp; Run - F-1 Race (set 1),1984,Taito Corporation
pitnruna,pitnrun,Pit &amp; Run - F-1 Race (set 2),1984,Taito Corporation
pitfight3,pitfight,Pit Fighter (rev 3),1990,Atari Games
pitfight,,Pit Fighter (rev 9),1990,Atari Games
pitapat,,Pitapat Puzzle,1997,F2 System
pitfall2,,Pitfall II (315-5093),1985,Sega
pitfall2a,pitfall2,"Pitfall II (315-5093, Flicky Conversion)",1985,Sega
pitfall2u,pitfall2,Pitfall II (not encrypted),1985,Sega
pkscram,,PK Scramble,1993,Cosmo Electronics Corporation
pprobe,,Planet Probe (prototype?),1985,Crux / Kyugo?
plgirls2b,plgirls2,Play Girls 2 (bootleg),1993,bootleg
plgirls2,,Play Girls 2,1993,"Hot-B Co., Ltd."
plgirls,,Play Girls,1992,"Hot-B Co., Ltd."
playball,,PlayBall! (prototype),1983,Williams
pgoal,,Pleasure Goal / Futsal - 5 on 5 Mini Soccer (NGM-219),1996,Saurus
pleiadbl,pleiads,Pleiads (bootleg set 1),1981,bootleg
pleiadsb2,pleiads,Pleiads (bootleg set 2),1981,bootleg (ESG)
pleiadce,pleiads,Pleiads (Centuri),1981,Tehkan (Centuri license)
pleiadsi,pleiads,Pleiads (Irecsa),1981,bootleg (Irecsa)
pleiadsn,pleiads,Pleiads (Niemer S.A.),1981,bootleg (Niemer S.A.)
pleiadss,pleiads,Pleiads (Spanish bootleg),1981,bootleg
pleiads,,Pleiads (Tehkan),1981,Tehkan
plottingu,plotting,Plotting (US),1989,Taito America Corporation
plotting,,Plotting (World set 1),1989,Taito Corporation Japan
plottinga,plotting,"Plotting (World set 2, protected)",1989,Taito Corporation Japan
plottingb,plotting,"Plotting (World set 3, earliest version)",1989,Taito Corporation Japan
plumppop,,Plump Pop (Japan),1987,Taito Corporation
plusalph,,Plus Alpha,1989,Jaleco
pnickj,,Pnickies (940608 Japan),1994,Compile (Capcom license)
pnyaaa,pnyaa,Pochi and Nyaa (Ver 2.00),2003,Aiky / Taito
pnyaa,,Pochi and Nyaa (Ver 2.02),2003,Aiky / Taito
pfghtj,sgemf,Pocket Fighter (970904 Japan),1997,Capcom
pcktgal,,Pocket Gal (Japan),1987,Data East Corporation
pcktgalb,pcktgal,Pocket Gal (Yada East bootleg),1987,bootleg
pcktgal2,pcktgal,Pocket Gal 2 (English),1989,Data East Corporation
pcktgal2j,pcktgal,Pocket Gal 2 (Japanese),1989,Data East Corporation
pktgaldxa,pktgaldx,Pocket Gal Deluxe (Asia v3.00),1993,Data East Corporation
pktgaldx,,Pocket Gal Deluxe (Euro v3.00),1992,Data East Corporation
pktgaldxj,pktgaldx,Pocket Gal Deluxe (Japan v3.00),1993,Data East Corporation (Nihon System license)
pgalvip,,Pocket Gals V.I.P (set 1),1996,ACE International / Afega
pgalvipa,pgalvip,Pocket Gals V.I.P (set 2),1996,unknown
ptblank,,"Point Blank (World, GN2 Rev B, set 1)",1994,Namco
ptblanka,ptblank,"Point Blank (World, GN2 Rev B, set 2)",1994,Namco
poittoc,poitto,Poitto! (revision C),1993,Metro / Able Corp.
poitto,,Poitto!,1993,Metro / Able Corp.
pkladiesla,pkladies,Poker Ladies (Leprechaun ver. 401),1989,Leprechaun
pkladiesl,pkladies,Poker Ladies (Leprechaun ver. 510),1989,Leprechaun
pkladies,,Poker Ladies,1989,Mitchell
poknight,,Poker Night,199?,Jeff Kurtz
pokonyan,,Pokonyan (Japan 940322),1994,Capcom
polluxn,pollux,"Pollux (Japan, NTC license)",1991,Dooyong (NTC license)
pollux,,Pollux (set 1),1991,Dooyong
polluxa,pollux,Pollux (set 2),1991,Dooyong
polluxa2,pollux,Pollux (set 3),1991,Dooyong
pompingw,pang,Pomping World (Japan),1989,Mitchell
ponpokov,ponpoko,Ponpoko (Venture Line),1982,Sigma Enterprises Inc. (Venture Line license)
ponpoko,,Ponpoko,1982,Sigma Enterprises Inc.
poosho,,Poosho Poosho,1999,F2 System
pootan,pooyan,Pootan,1982,bootleg
pooyans,pooyan,Pooyan (Stern),1982,[Konami] (Stern license)
pooyan,,Pooyan,1982,Konami
popbounc,,Pop 'n Bounce / Gapporin,1997,Video System Co.
popbingo,,Pop Bingo,1996,Dooyong
popflamen,popflame,Pop Flamer (bootleg on Naughty Boy PCB),1982,Jaleco
popflameb,popflame,Pop Flamer (hack?),1982,Jaleco
popflamea,popflame,Pop Flamer (not protected),1982,Jaleco
popflame,,Pop Flamer (protected),1982,Jaleco
popnpopu,popnpop,Pop'n Pop (Ver 2.07A 1998/02/09),1997,Taito Corporation
popnpopj,popnpop,Pop'n Pop (Ver 2.07J 1998/02/09),1997,Taito Corporation
popnpop,,Pop'n Pop (Ver 2.07O 1998/02/09),1997,Taito Corporation
popspops,,Pop's Pop's,1999,Afega
popeyebl,popeye,Popeye (bootleg),1982,bootleg
popeyej,popeye,"Popeye (Japan, Sky Skipper hardware)",1981,Nintendo
popeyejo,popeye,"Popeye (Japan, Sky Skipper hardware, Older)",1981,Nintendo
popeyeu,popeye,Popeye (revision D not protected),1982,Nintendo
popeye,,Popeye (revision D),1982,Nintendo
popeyef,popeye,Popeye (revision F),1982,Nintendo
popeyeman,puckman,Popeye-Man,1981,hack
popper,,Popper,1983,Omori
porky,,Porky,1985,Shinkai Inc. (Magic Eletronics Inc. license)
porter,dockman,Port Man (bootleg on Moon Cresta hardware),19??,Nova Games Ltd
portmanj,dockman,Port Man (Japan),1982,Taito Corporation
portman,dockman,Port Man,1982,Taito Corporation (Nova Games Ltd. license)
potopoto,,"Poto Poto (Japan, Rev A)",1994,Sega
poundforj,poundfor,Pound for Pound (Japan),1990,Irem
poundforu,poundfor,Pound for Pound (US),1990,Irem America
poundfor,,Pound for Pound (World),1990,Irem
powerbal,,Power Balls,1994,Playmark
pdriftj,pdrift,Power Drift (Japan),1988,Sega
pdrifta,pdrift,Power Drift (World),1988,Sega
pdrifte,pdrift,"Power Drift (World, Earlier)",1988,Sega
pdrift,,"Power Drift (World, Rev A)",1988,Sega
powerdrv,,Power Drive,1986,Bally Midway
powerins,,Power Instinct (USA),1993,Atlus
powerinsa,powerins,"Power Instinct (USA, bootleg set 1)",1993,Atlus
powerinsb,powerins,"Power Instinct (USA, bootleg set 2)",1993,Atlus
powerinsc,powerins,"Power Instinct (USA, bootleg set 3)",1993,bootleg
powerinspu,powerins,"Power Instinct (USA, prototype)",1993,Atlus
pwrinst2k,pwrinst2,"Power instinct 2 (Korea, ver. 94/04/08)",1994,Atlus
pwrinst2,,"Power Instinct 2 (USA, ver. 94/04/08)",1994,Atlus
pspikesk,pspikes,Power Spikes (Korea),1991,Video System Co.
pspikesu,pspikes,Power Spikes (US),1991,Video System Co.
pspikes,,Power Spikes (World),1991,Video System Co.
pspikes2,,Power Spikes II (NGM-068),1994,Video System Co.
psurge,,Power Surge,1988,Vision Electronics
pubball,,Power Up Baseball (prototype),1996,Midway / Incredible Technologies
pwheelsj,dblaxle,Power Wheels (Japan),1991,Taito Corporation
pgearr1,armwar,Powered Gear - strategic variant armor equipment (940916 Japan),1994,Capcom
pgear,armwar,Powered Gear - strategic variant armor equipment (941024 Japan),1994,Capcom
preisle2,,Prehistoric Isle 2,1999,Yumekobo
prehislek,prehisle,Prehistoric Isle in 1930 (Korea),1989,SNK (Victor license)
prehisleu,prehisle,Prehistoric Isle in 1930 (US),1989,SNK of America
prehisleb,prehisle,"Prehistoric Isle in 1930 (World, bootleg)",1989,bootleg
prehisle,,"Prehistoric Isle in 1930 (World, set 1)",1989,SNK
prehislea,prehisle,"Prehistoric Isle in 1930 (World, set 2)",1989,SNK
sailormnjee,sailormn,"Pretty Soldier Sailor Moon (Enhanced Edition v5 Final, Hack)",2019-12-29,Hack
sailormnffj,sailormn,"Pretty Soldier Sailor Moon (Fighting For Justice, Hack)",2022,Zombie Master
sailormnrot,sailormn,"Pretty Soldier Sailor Moon (Reign of Terror, Hack)",2022,Zombie Master
sailormno,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/21, Europe)",1995,BanPresto / Gazelle
sailormnoh,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/21, Hong Kong)",1995,BanPresto / Gazelle
sailormnoj,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/21, Japan)",1995,BanPresto / Gazelle
sailormnok,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/21, Korea)",1995,BanPresto / Gazelle
sailormnot,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/21, Taiwan)",1995,BanPresto / Gazelle
sailormnou,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/21, USA)",1995,BanPresto / Gazelle
sailormnn,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22, Europe)",1995,BanPresto / Gazelle
sailormnnh,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22, Hong Kong)",1995,BanPresto / Gazelle
sailormnnj,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22, Japan)",1995,BanPresto / Gazelle
sailormnnk,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22, Korea)",1995,BanPresto / Gazelle
sailormnnt,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22, Taiwan)",1995,BanPresto / Gazelle
sailormnnu,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22, USA)",1995,BanPresto / Gazelle
sailormn,,"Pretty Soldier Sailor Moon (ver. 95/03/22B, Europe)",1995,BanPresto / Gazelle
sailormnh,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22B, Hong Kong)",1995,BanPresto / Gazelle
sailormnj,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22B, Japan)",1995,BanPresto / Gazelle
sailormnk,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22B, Korea)",1995,BanPresto / Gazelle
sailormnt,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22B, Taiwan)",1995,BanPresto / Gazelle
sailormnu,sailormn,"Pretty Soldier Sailor Moon (ver. 95/03/22B, USA)",1995,BanPresto / Gazelle
prmtmfgt,trstar,Prime Time Fighter (Ver 2.1A 1993/05/21) (New Version),1993,Taito America Corporation
prmtmfgto,trstar,Prime Time Fighter (Ver 2.1A 1993/05/21) (Old Version),1993,Taito America Corporation
primella,gundl94,Primella,1994,Dooyong (NTC license)
neoprimo,,Primo Demo,2013,iocerom.com
cprobowl,,Pro Bowling (DECO Cassette) (US),1983,Data East Corporation
cpsoccerj,cpsoccer,Pro Soccer (DECO Cassette) (Japan),1983,Data East Corporation
cpsoccer,,Pro Soccer (DECO Cassette) (US),1983,Data East Corporation
cptennisj,cptennis,Pro Tennis (DECO Cassette) (Japan),1982,Data East Corporation
cptennis,,Pro Tennis (DECO Cassette) (US),1982,Data East Corporation
wldcourt,,Pro Tennis World Court (Japan),1988,Namco
ws89,ws,Pro Yakyuu World Stadium '89 (Japan),1989,Namco
ws90,ws,Pro Yakyuu World Stadium '90 (Japan),1990,Namco
ws,,Pro Yakyuu World Stadium (Japan),1988,Namco
progeara,progear,Progear (010117 Asia),2001,Capcom / Cave
progear,,Progear (010117 USA),2001,Capcom / Cave
progearjd,progear,Progear No Arashi (010117 Japan Phoenix Edition),2001,bootleg
progearj,progear,Progear No Arashi (010117 Japan),2001,Capcom / Cave
progearjbl,progear,"Progear No Arashi (010117 Japan, decrypted set)",2001,bootleg
progearud,progear,Progear(010117 USA Phoenix Edition),2001,bootleg
promutrv,,Progressive Music Trivia (Question set 1),1985,Enerdyne Technologies Inc.
promutrva,promutrv,Progressive Music Trivia (Question set 2),1985,Enerdyne Technologies Inc.
promutrvb,promutrv,Progressive Music Trivia (Question set 3),1985,Enerdyne Technologies Inc.
promutrvc,promutrv,Progressive Music Trivia (Question set 4),1985,Enerdyne Technologies Inc.
progress,,Progress,1984,Chuo Co. Ltd
proneon,,"Project Neon (Caravan Edition, prealpha v0.4.19)",2019,FULLSET
psychic5j,psychic5,Psychic 5 (Japan),1987,Jaleco
psychic5,,Psychic 5 (World),1987,Jaleco
psychosj,psychos,Psycho Soldier (Japan),1987,SNK
psychos,,Psycho Soldier (US),1987,SNK
oscarj1,oscar,Psycho-Nics Oscar (Japan revision 1),1987,Data East Corporation
oscarj2,oscar,Psycho-Nics Oscar (Japan revision 2),1987,Data East Corporation
oscaru,oscar,Psycho-Nics Oscar (US),1987,Data East USA
oscar,,Psycho-Nics Oscar (World revision 0),1988,Data East Corporation
puchicarj,puchicar,Puchi Carat (Ver 2.02J 1997/10/29),1997,Taito Corporation
puchicar,,Puchi Carat (Ver 2.02O 1997/10/29),1997,Taito Corporation
puchicaru,puchicar,Puchi Carat (Ver 2.04A 1997/11/08),1997,Taito America Corporation
puckmanb,puckman,Puck Man (Bootleg set 1),1980,bootleg
puckmanh,puckman,Puck Man (bootleg set 2),1981,bootleg (Falcom?)
puckman,,Puck Man (Japan set 1),1980,Namco
puckmod,puckman,Puck Man (Japan set 2),1981,Namco
pacmansp,puckman,"Puck Man (Spanish, 'Made in Greece' bootleg)",198?,bootleg (Video Game SA)
puckmanf,puckman,PuckMan (speedup hack),1980,hack
unkpacga,unkpacg,Pucman,199?,IDI SRL
pulirulaj,pulirula,PuLiRuLa (Japan),1991,Taito Corporation
pulirula,,PuLiRuLa (World),1991,Taito Corporation Japan
pulirulaa,pulirula,"PuLiRuLa (World, earlier?)",1991,Taito Corporation
pulstar,,Pulstar,1995,Aicom
punchita,punchout,Punch-Out!! (Italian bootleg),1984,bootleg
punchoutj,punchout,Punch-Out!! (Japan),1984,Nintendo
punchouta,punchout,Punch-Out!! (Rev A),1984,Nintendo
punchout,,Punch-Out!! (Rev B),1984,Nintendo
punkshotj,punkshot,Punk Shot (Japan 2 Players),1990,Konami
punkshot2,punkshot,Punk Shot (US 2 Players),1990,Konami
punkshot,,Punk Shot (US 4 Players),1990,Konami
punkshot2e,punkshot,Punk Shot (World 2 Players),1990,Konami
pururun,,Pururun,1995,Metro / Banpresto
pushmans,pushman,Pushman (American Sammy license),1990,Comad (American Sammy license)
pushman,,"Pushman (Korea, set 1)",1990,Comad
pushmana,pushman,"Pushman (Korea, set 2)",1990,Comad
puyoja,puyo,"Puyo Puyo (Japan, Rev A)",1992,Compile / Sega
puyoj,puyo,"Puyo Puyo (Japan, Rev B)",1992,Compile / Sega
puyo,,Puyo Puyo (World),1992,Compile / Sega
puyobl,puyo,"Puyo Puyo (World, bootleg)",1992,bootleg
puyopuy2,,Puyo Puyo 2 (Japan),1994,Compile (Sega license)
puzzloopa,puzzloop,Puzz Loop (Asia),1998,Mitchell
puzzloope,puzzloop,"Puzz Loop (Europe, v0.93)",1998,Mitchell
puzzloop,,"Puzz Loop (Europe, v0.94)",1998,Mitchell
puzzloopj,puzzloop,Puzz Loop (Japan),1998,Mitchell
puzzloopk,puzzloop,Puzz Loop (Korea),1998,Mitchell
puzzloopu,puzzloop,Puzz Loop (USA),1998,Mitchell
pzloop2jr1,pzloop2,Puzz Loop 2 (010205 Japan),2001,"Mitchell, distritued by Capcom"
pzloop2jd,pzloop2,Puzz Loop 2 (010226 Japan Phoenix Edition),2001,bootleg
pzloop2j,pzloop2,Puzz Loop 2 (010226 Japan),2001,"Mitchell, distritued by Capcom"
pzloop2,,Puzz Loop 2 (010302 Euro),2001,"Mitchell, distritued by Capcom"
ichirjbl,ichir,Puzzle &amp; Action: Ichidant-R (Japan) (bootleg),1994,bootleg
ichirj,ichir,Puzzle &amp; Action: Ichidant-R (Japan),1994,Sega
ichirk,ichir,Puzzle &amp; Action: Ichidant-R (Korea),1994,Sega
ichirbl,ichir,Puzzle &amp; Action: Ichidant-R (World) (bootleg),1994,bootleg
ichir,,Puzzle &amp; Action: Ichidant-R (World),1994,Sega
tantrbl,tantr,Puzzle &amp; Action: Tant-R (Japan) (bootleg set 1),1992,bootleg
tantrbl2,tantr,Puzzle &amp; Action: Tant-R (Japan) (bootleg set 2),1994,bootleg
tantrbl3,tantr,Puzzle &amp; Action: Tant-R (Japan) (bootleg set 3),1994,bootleg
tantrbl4,tantr,Puzzle &amp; Action: Tant-R (Japan) (bootleg set 4),1992,bootleg
tantr,,Puzzle &amp; Action: Tant-R (Japan),1992,Sega
tantrkor,tantr,Puzzle &amp; Action: Tant-R (Korea),1993,Sega
puzlbanga,suplup,"Puzzle Bang Bang (Korea, version 2.8 / 990106)",1999,Omega System
puzlbang,suplup,"Puzzle Bang Bang (Korea, version 2.9 / 990108)",1999,Omega System
pbobble,bublbust,"Puzzle Bobble (Japan, B-System)",1994,Taito Corporation
pbobblenb,pbobblen,Puzzle Bobble / Bust-A-Move (Neo-Geo) (bootleg),1994,Taito
pbobblen,,Puzzle Bobble / Bust-A-Move (Neo-Geo) (NGM-083),1994,Taito
pbobble2j,pbobble2,Puzzle Bobble 2 (Ver 2.2J 1995/07/20),1995,Taito Corporation
